entity_id,canonical_name,canonical_phone,categories,n_raw_rows
2682,LatticeTicket Labs,7702170151,MSP Platform,24
2683,VeloNodeFlow,4305773158,MSP Platform,33
2684,PioneerFin Works,6287002226,ERP,20
2685,Granite Fin Consultants,6967557627,ERP,23
2686,AtlasCaseSphere,8675762060,Legal,39
2687,NovaNode Logic,5778560374,MSP Platform,30
2688,CobaltForgeSystems,8912476359,ERP,29
2689,SableBatch Base,2817556587,ERP,34
2690,Delta ForgeCloud,6032881126,ERP,36
2691,OmniTalentFlow,3517404367,HR,39
2692,TidalOnboard Systems,9673570579,HR,31
2693,MosaicCareCore,7027142820,Medical,26
2694,PivotMed Tech,7433686989,Medical,29
2695,Beacon NodeDynamics,5195243459,MSP Platform,24
2696,BoldMatter Labs,8695886450,Legal,33
2697,Tidal LedgerApp,7632445197,ERP,32
2698,NovaShift Works,4764122832,HR,26
2699,True TeamLabs,3187915374,HR,29
2700,Xenon ResourceWorks,6653404794,ERP,31
2701,Prime PlanBase,7903427845,ERP,37
2702,GraniteVitalSolutions,2306511037,Medical,26
2703,NorthCase Dynamics,9706619864,Legal,30
2704,Harbor BatchPlatform,8569417935,ERP,24
2705,PrimeEndpointSolutions,7748571814,MSP Platform,36
2706,RavenClinic App,8862091297,Medical,35
2707,BrightOpsDynamics,6645176669,ERP,32
2708,QuartzStockApp,4169964152,ERP,35
2709,SableOrder Base,4396621321,ERP,33
2710,Arch BriefWorks,4908261162,Legal,26
2711,BrightTeamSolutions,2612069969,HR,19
2712,Vista ForgeApp,6526163275,ERP,27
2713,EmberRx Suite,5172749092,Medical,33
2714,IndigoOpsSync,7524123878,ERP,30
2715,VertexPeople Labs,3574994967,HR,26
2716,OrbitPerform Soft,8683536849,HR,29
2717,RapidResource Sphere,3653143811,ERP,34
2718,Meta StackLogic,5718434973,MSP Platform,26
2719,NovaLedger Desk,6816488734,ERP,33
2720,VistaVitalSoft,8763590852,Medical,14
2721,OnyxNet Dynamics,5905055637,MSP Platform,27
2722,NovaTalent Solutions,3788164296,HR,22
2723,NovaRemote Sync,8898283164,MSP Platform,25
2724,VeloPatient Hub,3906450251,Medical,26
2725,AltaForgeDesk,5633863497,ERP,23
2726,WillowPayroll Flow,4735380477,HR,29
2727,Bright OrderBase,9472852615,ERP,22
2728,Willow StockCore,5408912739,ERP,22
2729,VistaFin Soft,6917580461,ERP,33
2730,DeltaForgeWorks,5398041942,ERP,35
2731,PivotLawDynamics,7024076756,Legal,37
2732,ApexPayrollApp,7368065235,HR,22
2733,NorthMed Logic,4024222160,Medical,33
2734,Keystone BatchSphere,6512671704,ERP,31
2735,Anchor LessonPoint,3939157429,LMS,30
2736,Indigo OnboardSoft,7737692208,HR,30
2737,Nimbus ShiftDesk,2045675931,HR,36
2738,ClearStack Works,8128372558,MSP Platform,26
2739,OrbitHealth Point,9128756620,Medical,39
2740,Golden Pulse Staffing,6094308485,Medical,27
2741,Halo PerformSuite,2689382577,HR,34
2742,RidgewayCompli App,3767015786,Legal,35
2743,CobaltRx Soft,7204976686,Medical,31
2744,NorthResource Hub,2907172658,ERP,35
2745,FusionBatch Labs,2035155096,ERP,34
2746,PioneerPathSuite,2407360679,LMS,28
2747,Golden PlanCloud,3129937641,ERP,27
2748,Silver DocketWorks,7884992936,Legal,25
2749,RapidStackHub,2066653343,ERP|MSP Platform,44
2750,Indigo OnboardSuite,7583986774,HR,22
2751,PioneerLedgerWorks,6778182584,ERP,37
2752,BoldFiling Sphere,5458440703,Legal,31
2753,BluePatientSystems,4887394036,Medical,24
2754,CoreOnboard Sphere,3988445490,HR,27
2755,Beacon RxDesk,2315174476,Medical,28
2756,JuniperVerdict Sync,4264720115,Legal,18
2757,RapidForgeTech,4353134729,ERP,31
2758,SolidUptime Systems,7278916070,MSP Platform,23
2759,ClearGridFlow,6429776297,MSP Platform,27
2760,CedarClauseSolutions,2648853830,Legal,31
2761,RidgePlan Suite,7072150567,ERP,36
2762,ZephyrShift Platform,8058342744,HR,27
2763,AnchorVerdictDesk,2248476314,Legal,27
2764,SilverFin App,7175790588,ERP,27
2765,MetaCultureSphere,7374277832,HR,36
2766,BeaconCounselSolutions,3763654598,Legal,25
2767,TruePerformHub,2737786324,HR,37
2768,Crown BenefitLogic,9384683810,HR,38
2769,RidgeClinicLabs,6924523801,Medical,31
2770,FusionVital Logic,6212366581,Medical,26
2771,BrightOps Sphere,5663116409,ERP,35
2772,Orbit FinSolutions,3809480743,ERP,33
2773,BeaconPerformSystems,7757054221,HR,32
2774,GoldenFiling Labs,5403027836,Legal,33
2775,VertexChainDynamics,8154663139,ERP,26
2776,Anchor CultureSuite,4244421426,HR,32
2777,Atlas Brief Recruiting,2888717548,Legal,15
2778,ClearPlan Sync,2662096519,ERP,22
2779,CrownFilingLogic,8493159100,Legal,26
2780,HarborVerdict Hub,2542697008,Legal,32
2781,SableShift Hub,2642545299,HR,25
2782,IndigoCase Base,3983858497,Legal,32
2783,ZenEndpoint Core,3836676391,MSP Platform,33
2784,ZenMonitor Hub,5307369010,MSP Platform,28
2785,Granite RosterSystems,9656214758,HR,34
2786,OrbitPerform Labs,7269890827,HR,36
2787,Crown NodeDynamics,2635695217,MSP Platform,33
2788,Clear ResourceDesk,8962717201,ERP,22
2789,Pivot ResourceBase,5052096662,ERP,32
2790,AnchorPulseSync,4849772933,Medical,24
2791,Nimbus CaseSync,6788333828,Legal,37
2792,AnchorRxSolutions,9853558019,Medical,35
2793,Meta TicketDesk,3488789611,MSP Platform,32
2794,IndigoPayroll Desk,4316083442,HR,22
2795,HaloUptime Flow,4988347153,HR|MSP Platform,49
2796,CobaltCompliLogic,9597065057,Legal,34
2797,Bold PlanPlatform,8522825696,ERP,20
2798,RidgewayPerformCore,8635730401,HR,30
2799,NimbusOnboardSolutions,8707823450,HR,34
2800,ZephyrOnboard Core,8846524507,HR|MSP Platform,54
2801,UmbraDocket Point,7693043972,Legal,34
2802,AnchorFin Logic,2872182331,ERP,22
2803,FusionOrderCore,5223047834,ERP,29
2804,AnchorMedPoint,2807415494,Medical,26
2805,OrbitHealth Base,8819671840,Medical,35
2806,Lattice TalentSphere,8475783106,HR,31
2807,AtlasBrief Labs,5258395065,Legal,32
2808,Clear CultureTech,7234130534,HR,34
2809,GraniteDocketApp,2953895940,Legal,30
2810,Cedar’s PayrollHub,4314902651,HR,31
2811,NovaMedPoint,7433335336,Medical,36
2812,Willow VitalWorks,6437446638,HR|Medical,43
2813,NorthTalent Solutions,5349828137,HR,36
2814,AnchorTeam Soft,2708755685,HR,29
2815,ZephyrCulture Point,4845274708,HR,30
2816,Cobalt OrderLabs,8093414842,ERP,31
2817,HaloQuizHub,9654066835,LMS,33
2818,Summit CultureCore,4676920815,HR,38
2819,Atlas TalentCloud,7266701860,HR,26
2820,VeloRemote Platform,9517794902,MSP Platform,31
2821,Vista PeopleBase,3043415363,HR,30
2822,CrownDocket Tech,4812782992,Legal,31
2823,EmberMatterLabs’s,6824455521,Legal,30
2824,OmniNetCloud,4743656864,MSP Platform,36
2825,Velo BatchLogic,7369340642,ERP,24
2826,NimbusChain Cloud,5872250803,ERP,19
2827,MosaicLedger App,7106500079,ERP,37
2828,CoreVerdictSuite,9593924732,Legal,35
2829,Orbit PeopleCloud,8587254775,HR,18
2830,AtlasMedWorks,5824315634,Medical,23
2831,NimbusLearnSystems,7999618801,LMS,34
2832,OnyxPatient Soft,2285721351,Medical,28
2833,Pioneer TeamPoint,3697063374,HR,27
2834,BrightStackCloud,9733416436,MSP Platform,26
2835,Sable Payroll Staffing,2295094419,HR,23
2836,Keystone Fin Recruiting,3065556221,ERP,16
2837,NimbusOnboard Point,5403670050,HR,25
2838,GoldenClinicCloud,3828283733,Medical,36
2839,TrueHealthSphere,7549726701,Medical,38
2840,PrimeBatch Dynamics,4523715412,ERP,29
2841,ClearFinApp,6287039057,ERP,34
2842,FalconRoster Point,4193462069,HR,30
2843,PioneerLedgerSoft,6437179991,ERP,29
2844,VistaBatchPoint,2204382608,ERP,18
2845,AltaResource Solutions,6513192729,ERP,35
2846,PioneerEndpoint Tech,2347430246,MSP Platform,31
2847,Quantum HealthWorks,2562344223,Medical,37
2848,Orbit Forge Consultants,5645338096,ERP,15
2849,CrownBatch Desk,4176408680,ERP,25
2850,Crest ResourceDynamics,9653303131,ERP,34
2851,Falcon BatchCloud,2449018255,ERP,14
2852,Falcon LedgerSuite,2142901059,ERP,35
2853,Falcon StockHub,7619971131,ERP,34
2854,Prime PayrollDynamics,3565152002,HR,30
2855,SableMatter Base,7477001295,Legal,39
2856,Quartz CareDesk,8476549402,Medical,29
2857,FusionLearnSphere,4797252498,LMS,40
2858,Quartz Med Consultants,4957861221,Medical,18
2859,Nimbus MonitorSuite,7268870212,MSP Platform,27
2860,CrestPulseCore,7538990476,Medical,25
2861,Willow PlanCloud,5057164446,ERP,33
2862,BoldGridFlow,3538607305,MSP Platform,34
2863,NorthClinicDynamics,7447284024,Medical,23
2864,TidalTeam Suite,8118582496,HR,20
2865,AtlasCulture Works,9165370612,HR,37
2866,Alta RxFlow,5695931116,Medical,30
2867,Meta Ledger Talent Agency,4825789958,ERP,25
2868,AltaCaseTech,9863341414,Legal,36
2869,Raven ClauseHub,7944103073,LMS|Legal,36
2870,PrimeFilingSphere,4638687984,Legal,30
2871,BrightOrder Works,8102210887,ERP|HR,38
2872,LumenVerdictLabs,6942053516,Legal,37
2873,Halo DocketFlow,4938668969,Legal,40
2874,GraniteBatchFlow,8314716271,ERP,25
2875,Omni PerformFlow,4748769227,HR,33
2876,Juniper BriefLogic,4456032791,Legal,33
2877,ZephyrNodeTech,6687867949,MSP Platform,36
2878,SolidOrderCloud,4115952289,ERP,29
2879,SolidPerformLabs,5735288979,HR,14
2880,Arch PerformSoft,2474192375,HR,27
2881,Falcon Learn Consultants,2303218156,LMS,14
2882,FalconCulture Dynamics,2516507670,HR,40
2883,MosaicGridSolutions,2584359553,MSP Platform,27
2884,ZenPulse Logic,7458183427,Medical,37
2885,ArchCultureDesk,8874811798,HR,36
2886,Crown PatientSoft,8197585786,Medical,28
2887,KeystoneRx Labs,4825956969,Medical,29
2888,AnchorRemoteLogic,5159463789,MSP Platform,25
2889,BrightMatter Cloud,7576406921,Legal,36
2890,Orbit PerformSync,8162365031,HR,29
2891,VeloTutor Point,5887517837,LMS,28
2892,LatticeStock Solutions,2122430895,ERP,29
2893,Meta RosterCloud,2826584998,HR,38
2894,Delta LedgerSoft,5732749013,ERP,36
2895,ZenEndpointSystems,3445530470,MSP Platform,34
2896,Clear VitalCloud,7832694211,Medical,31
2897,GoldenOnboard Cloud,8844734762,HR,33
2898,RidgeTeamSuite,7004489720,HR|MSP Platform,48
2899,VertexTeam Platform,5312734647,HR,37
2900,MosaicRoster Point,5808734800,HR,34
2901,OmniRx’s App,4382937030,Medical,26
2902,EmberRxSoft,6266451958,Medical,31
2903,BrightUptime Hub,5349175676,MSP Platform,36
2904,HarborLawPlatform,2344442807,Legal,40
2905,BoldBatchCore,6669728594,ERP,26
2906,Iron Node Manpower Services,8185933801,MSP Platform,21
2907,AltaPatient Suite,6475279641,Medical,30
2908,Sable LedgerHub,5035763813,ERP,34
2909,Prime PatchSolutions,3998258180,MSP Platform,41
2910,VertexHealth Flow,7108815296,Medical,26
2911,PolarisNet Systems,3294812766,MSP Platform,27
2912,LatticeNetApp,7402364753,MSP Platform,26
2913,CrownBenefitTech,8684602825,HR,30
2914,Prime FilingTech,8479707255,Legal,26
2915,TrueOrderLogic,8458677840,ERP,30
2916,CrestResourceCloud,3285610969,ERP,35
2917,BoldClauseLogic,4406144333,Legal,32
2918,Nova OrderDynamics,5094623087,ERP|MSP Platform,42
2919,Prime PatchApp,2539930208,MSP Platform,26
2920,BeaconFin Works,8575243837,ERP,31
2921,RidgewayOps Sync,7032454831,ERP,34
2922,GoldenEndpoint Cloud,6057526268,MSP Platform,28
2923,PioneerMedDesk,4443185794,Medical,34
2924,AnchorMonitor Tech,3945429264,MSP Platform,32
2925,Silver RosterApp,2936101896,HR,31
2926,ArchCase Base,8663911812,Legal,26
2927,AnchorVitalPoint,6777876811,Medical,40
2928,AltaLearn Systems,4302008205,LMS,38
2929,ZenChain Flow,7696520586,ERP,23
2930,NovaPatientSystems,3177950382,Medical,26
2931,PioneerCourseSoft,7606571087,LMS,34
2932,Mosaic VitalDynamics,7418096459,Medical,20
2933,CrownPatch Tech,6082379654,MSP Platform,41
2934,XenonBriefTech,2998023999,Legal,24
2935,Crown PeopleLabs,4325133331,HR,34
2936,ZenPeopleFlow,2914338958,HR,35
2937,JuniperPulseSuite,6723381055,Medical,24
2938,PioneerCulture Labs,5627667481,HR,30
2939,RidgewayOpsSoft,3538553024,ERP,30
2940,BrightForgeSphere,5868874268,ERP,24
2941,ZenShift’s Platform,7239503587,HR,31
2942,ZenRxSync,8882036666,Medical,19
2943,ArchTrainTech,6958179973,LMS,24
2944,PrimeResourceHub,3893390710,ERP,32
2945,PioneerTicket Point,2615141393,MSP Platform,33
2946,Crest NodeTech,6932292147,MSP Platform,34
2947,Polaris LedgerSolutions,8845397599,ERP,37
2948,Falcon TalentSuite,6684909016,HR,29
2949,IndigoCareLogic,9493005237,Medical,31
2950,Blue OpsWorks,6765874454,ERP,31
2951,Zen Ops Consulting Group,6815501026,ERP,24
2952,Vista EndpointSync,5388361125,MSP Platform,32
2953,North BenefitSphere,6508426070,HR,21
2954,Nimbus FinSuite,6487949989,ERP,26
2955,FusionBatch Desk,4696515464,ERP,32
2956,IronQuizFlow,3392529325,LMS,34
2957,Alta Tutor Consulting Group,4998467584,LMS,14
2958,IronStack Sync,6645856072,MSP Platform,22
2959,MosaicBénefit Platform,8684988753,HR,37
2960,LatticePayroll Labs,6284509391,HR,33
2961,OnyxPulseSphere,2594801754,Medical,38
2962,Lumen LawHub,2742014805,Legal,29
2963,WillowPathCore,5259212056,LMS,37
2964,BoldPatientLabs,5867622571,Medical,26
2965,Vista CultureHub,6539190589,HR,29
2966,Harbor RosterDesk,7657366980,HR,36
2967,ClearBatchWorks,5767250447,ERP,36
2968,LumenBriefTech,9829872077,Legal,34
2969,NorthStackPlatform,6669204205,MSP Platform,37
2970,Delta ShiftLogic,2627957679,HR,24
2971,SummitFin Cloud,2376167273,ERP,23
2972,Summit ChainHub,7075555361,ERP,38
2973,VistaLearn Point,3183434702,LMS,27
2974,Silver CarePoint,3014372520,Medical,24
2975,PioneerFin App,9144831518,ERP,32
2976,ZenGrid Hub,6644141141,MSP Platform,28
2977,NovaVitalApp,7639151287,Medical,23
2978,Lumen VerdictSync,4227519940,Legal,34
2979,HarborVerdictDesk,7437167758,Legal,37
2980,Orbit MatterCloud,4084093490,Legal,35
2981,RidgewayClauseDynamics,8365087770,Legal,31
2982,GoldenRemoteDynamics,2708849544,MSP Platform,24
2983,BeaconEndpointSystems,8543444921,MSP Platform,31
2984,CoreLearnPlatform,6125279088,LMS,30
2985,Xenon PayrollSphere,7039198854,HR,41
2986,TrueShiftPlatform,6948223663,HR,32
2987,GoldenChartTech,6586861801,LMS|Medical,40
2988,RidgewayPayrollDesk,9085454435,HR,35
2989,RidgewayStockSolutions,3914322418,ERP,28
2990,Onyx CulturePoint,3086050006,HR,29
2991,Halo StackWorks,4158137248,MSP Platform,22
2992,LumenForgeBase,6912413330,ERP,29
2993,RapidPatch Point,9679807677,MSP Platform,25
2994,ZephyrVerdict Soft,4269821799,Legal,25
2995,Granite Clause Recruiting,4592243576,Legal,23
2996,NovaRosterBase,7888155682,HR,26
2997,Xenon CareApp,2719960096,Medical,30
2998,CorePatientSphere,6676284748,Medical,26
2999,Bright RemoteFlow,8304023687,MSP Platform,38
3000,Beacon RosterSystems,9539351748,HR,26
3001,NimbusStockFlow,4658013662,ERP,26
3002,QuantumMedDynamics,9828128422,Medical,24
3003,MosaicMonitor Labs,5147008850,MSP Platform,26
3004,Anchor Matter Staffing,7846945965,Legal,20
3005,AtlasOrder Hub,4113569907,ERP,36
3006,SolidLearnPlatform,6765062724,LMS,22
3007,VertexPerformSolutions,3059261663,HR,29
3008,FusionBatchDesk,6969528984,ERP,21
3009,Crown LedgerCloud,2525443661,ERP,34
3010,Beacon FinWorks,6693604231,ERP,38
3011,PivotResource Logic,7509567144,ERP,30
3012,Apex VitalBase,2995545978,Medical,32
3013,SolidUptimeDynamics,2652665566,MSP Platform,34
3014,BlueClinic Solutions,4038338587,Medical,35
3015,AnchorPlanDynamics,8653910853,ERP,34
3016,Granite ForgeBase,5668415282,ERP,34
3017,Nimbus TalentDynamics,5346113635,HR,29
3018,XenonBriefDesk,3979110747,Legal,38
3019,CoreUptime Point,6914668607,MSP Platform,20
3020,SableBenefitSphere,2983844374,HR,22
3021,RapidRoster Labs,8913951961,HR,25
3022,Pioneer PulseDynamics,8318830622,Medical,31
3023,Cedar BenefitFlow,8352078737,HR,38
3024,Silver LedgerSuite,8185702881,ERP,34
3025,PivotCare Solutions,8426117245,Medical,29
3026,CobaltTicketTech,7499423046,MSP Platform,20
3027,PrimeOpsDynamics,7965789804,ERP,32
3028,SableForge Dynamics,3732996383,ERP,32
3029,GranitePath Base,6648994969,LMS,35
3030,Harbor FinHub,8817522121,ERP,28
3031,BoldForge Works,3518816488,ERP,21
3032,CoreMonitor Cloud,9873833783,MSP Platform,25
3033,BluePayrollDynamics,3802268848,HR,40
3034,Vista ResourceSoft,2762494896,ERP,35
3035,Crest HealthSphere,7862466202,Medical,33
3036,Nimbus HealthPoint,8873836027,Medical,25
3037,GraniteUptime Sphere,5707202402,MSP Platform,21
3038,PioneerForgePoint,7599615721,ERP,19
3039,CrownBenefit Dynamics,9554469611,HR,30
3040,AnchorLedgerPoint,8476449401,ERP,35
3041,Polaris UptimePoint,5364181285,MSP Platform,38
3042,QuartzHealthPoint,4565635820,Medical,27
3043,Omni ChainDesk,8112484095,ERP,25
3044,ArchTutor Systems,6646456496,LMS,36
3045,ClearPerform Works,3799729655,HR,38
3046,Core RxCore,3766632764,Medical,35
3047,NimbusChartWorks,6545258731,Medical,36
3048,ZenCounselPoint,2753688240,Legal,37
3049,VeloBatch Soft,4146303609,ERP,28
3050,Lattice MentorPoint,4313022108,LMS,25
3051,BluePerform Sphere,4536678459,HR,27
3052,RapidFilingSoft,7227605008,Legal,31
3053,LumenTutor Core,4285110790,LMS,32
3054,SableChain Labs,3189406683,ERP|HR,39
3055,North PatchSuite,8564874081,MSP Platform,22
3056,Bold LawTech,5803808355,Legal,22
3057,OmniBatchCloud,7263152173,ERP,25
3058,FalconFiling Sphere,3236223572,Legal,29
3059,BeaconLedgerApp,9493677121,ERP,30
3060,Falcon CareLogic,6199190030,Medical,39
3061,HaloTalentCloud,9866020303,HR,26
3062,Tidal StockSuite,4618043288,ERP,24
3063,KeystonePeople Sync,5402664473,HR,33
3064,Arch OpsSphere,5573336109,ERP,32
3065,PioneerPulse Labs,7039132372,Medical,34
3066,NovaNetFlow,8325581113,MSP Platform,35
3067,PivotFilingHub,5837976807,Legal,33
3068,Nova StockWorks,6126667074,ERP,36
3069,ArchDocket Core,3316530002,Legal,23
3070,Nova MedLabs,3428291581,Medical,28
3071,ZenPayroll Works,3707194610,HR,26
3072,CrownCulture Sync,3354327454,HR,31
3073,Iron PatientSolutions,9615355161,Medical,25
3074,BrightUptime App,2454416222,MSP Platform,33
3075,Fusion Resource Consultants,9362985095,ERP,10
3076,QuartzMentorApp,3562037292,LMS,22
3077,TidalCounselSphere,4638277948,Legal,37
3078,Anchor PeopleSystems,8468219904,HR,28
3079,SummitOrderApp,7685143323,ERP,35
3080,QuartzPulse Hub,6964319446,Medical,22
3081,Velo OpsDesk,2018429197,ERP,24
3082,VertexStock Hub,3166297784,ERP,29
3083,True PlanFlow,2448707724,ERP,31
3084,FalconOrder Core,8963837917,ERP,24
3085,QuartzPlanHub,4297527792,ERP,34
3086,NovaFinFlow,2792315906,ERP,30
3087,CobaltBatch Flow,6734930437,ERP,21
3088,ZenTeam Flow,9853865401,HR,25
3089,North TicketSoft,4713091077,MSP Platform,40
3090,Granite ChartSolutions,7846927738,Medical,31
3091,ZephyrOrderBase,7232223144,ERP,28
3092,PivotCase Point,2105945228,Legal,29
3093,FusionMonitorBase,2825055316,MSP Platform,28
3094,ApexPulse Solutions,6698892145,Legal|Medical,42
3095,RavenVerdict Logic,7674155314,Legal,20
3096,Bold FilingDynamics,3906039475,Legal,28
3097,FalconRosterSystems,6515993742,HR,36
3098,Pioneer ChainDynamics,5209195223,ERP,26
3099,Omni NetPoint,6286198456,MSP Platform,23
3100,Prime ClinicCloud,3709469734,Medical,35
3101,Crest NodePoint,3044777422,MSP Platform,23
3102,MosaicMonitorSolutions,3506277038,MSP Platform,37
3103,Ridgeway CareTech,3859626397,Medical,39
3104,CobaltResource Base,7968790573,ERP,37
3105,RidgeClause Solutions,9576727916,Legal,32
3106,CrestVerdict Systems,3893255495,Legal,32
3107,Ember VerdictBase,3885979537,Legal,25
3108,Rapid Node Talent Agency,4202883850,MSP Platform,25
3109,WillowClauseSync,4388002630,Legal,32
3110,Iron FinSphere,9578882308,ERP,24
3111,SolidMedLabs,4023767795,Medical,25
3112,MosaicLearnSync,7944846279,LMS,33
3113,VistaPayrollPoint,9539600158,HR,38
3114,FusionTriage Works,8625739598,Medical,20
3115,True PatchWorks,5743419988,MSP Platform,30
3116,CrownRosterBase,4765671119,HR,24
3117,ArchRx Desk,8554502003,Medical,28
3118,Mosaic RosterApp,2659901345,HR,31
3119,QuartzStock Desk,6885760405,ERP,36
3120,HarborChainDynamics,6882898926,ERP,29
3121,PivotTeamCore,8125631791,HR,37
3122,CoreFilingCore,7168634425,Legal,37
3123,QuantumForgeHub,4676971898,ERP,36
3124,Vertex PatientDesk,5262383876,Medical,23
3125,Juniper OrderDynamics,5406511672,ERP,27
3126,Omni People Consultants,9424347818,HR,23
3127,AtlasOps Systems,8599202254,ERP,30
3128,Solid TeamFlow,8572715695,HR,31
3129,QuantumShift Labs,9812327078,HR|Legal,44
3130,Vista TriageDesk,2264849929,Medical,36
3131,RidgewayClinic App,4084047550,Medical,15
3132,AtlasPeoplePoint,4097792557,HR,24
3133,LumenClinicSolutions,4993494667,Medical,26
3134,Omni OpsPoint,5796889745,ERP,28
3135,CobaltClinic Cloud,5826258800,Medical,31
3136,Lattice MedDesk,8065867110,Medical,35
3137,Blue PatientSphere,7653970690,Medical,27
3138,CrestPeopleCloud,3872134325,HR,35
3139,VertexMatterCloud,7878707790,Legal,25
3140,Vertex OrderDynamics,6045265847,ERP,23
3141,KeystonePlanTech,3506035256,ERP,35
3142,Bold UptimeDesk,2707682695,MSP Platform,21
3143,Anchor MedSphere,8574189725,Medical,34
3144,HaloMed Cloud,4762613834,Medical,25
3145,BeaconTrainTech,3265123833,LMS,31
3146,Core StockPoint,4356687888,ERP,34
3147,ArchRx Works,6888984953,Medical,26
3148,PioneerLedgerApp,9799287909,ERP,12
3149,Quartz StackWorks,5743364028,MSP Platform,20
3150,Mosaic TriageHub,3352143441,Medical,28
3151,NovaGrid Solutions,8094000346,MSP Platform,33
3152,NimbusClause Point,5868042224,Legal,22
3153,Apex CourseBase,9447774196,LMS,32
3154,QuantumGridSystems,3717726314,MSP Platform|Medical,60
3155,AltaCultureWorks,7364908040,HR,31
3156,WillowHealth Works,2378768860,Medical,35
3157,Lattice MonitorDesk,3579258914,MSP Platform,21
3158,Mosaic StackFlow,5956532815,MSP Platform,33
3159,ZenStockSystems,8075488134,ERP,30
3160,MosaicCourseSoft,7516770696,LMS,32
3161,Rapid TalentWorks,2972801000,HR,33
3162,RavenPulseTech,7208079283,Medical,27
3163,Arch RxLabs,7088520927,Medical,20
3164,Nimbus MedPoint,5084047519,Medical,28
3165,CedarStock Desk,4755282702,ERP,33
3166,SilverFinLabs,5706811330,ERP,30
3167,Crown BenefitTech,8452723983,HR,21
3168,ApexPeopleWorks,6857117930,HR,29
3169,Clear CounselApp,7278513577,Legal,24
3170,XenonTalent Dynamics,7739807304,HR,24
3171,AnchorStack Logic,4912955937,MSP Platform,21
3172,CobaltBenefitSphere,6648272094,HR,38
3173,Apex GridBase,6034072713,MSP Platform,39
3174,BeaconOps Soft,5528312146,ERP,35
3175,ClearOps App,6506398885,ERP,30
3176,Halo PlanDynamics,7432519912,ERP,25
3177,VertexOps Desk,2612455594,ERP,25
3178,OrbitTicket Suite,3182313887,MSP Platform,19
3179,AnchorMentorApp,8053284016,LMS,36
3180,Polaris RxCore,4969210047,Medical,28
3181,PioneerDocket Core,6838792911,Legal,32
3182,OnyxMentorBase,3415706789,LMS,36
3183,TidalChainHub,6439084871,ERP,34
3184,CrownCareDesk,6502955027,Medical,20
3185,Cedar DocketCloud,6945988778,Legal,30
3186,OrbitForge Logic,8883357572,ERP,30
3187,MosaicTriage Sync,4198410808,Medical,33
3188,RidgePatient Systems,6775522305,Medical,32
3189,XenonForgeApp,6537659899,ERP,29
3190,GoldenPerform Suite,4696439463,HR,31
3191,RapidStackDynamics,6676610666,MSP Platform,40
3192,Xenon Filing Talent Agency,7753127204,Legal,22
3193,IndigoVitalSphere,9296052666,Medical,32
3194,OnyxBatchSuite,9618158657,ERP,32
3195,NovaFinSolutions,4818570733,ERP,40
3196,Velo OrderFlow,8097780085,ERP,28
3197,VistaVitalSuite,8688839820,Medical,27
3198,SableResource Point,7808565221,ERP,35
3199,VeloNode Logic,5142365299,MSP Platform,37
3200,PolarisShiftHub,3322909954,HR,23
3201,Tidal PayrollSuite,6492866698,HR,21
3202,Alta UptiméCloud,2452182505,MSP Platform,28
3203,Xenon BatchPlatform,5144956646,ERP,29
3204,Core Quiz Recruiting,6463712262,LMS,15
3205,Pioneer PulseSoft,5206485233,Medical,26
3206,Ridgeway PayrollFlow,6777055628,HR,29
3207,PivotCulture’s App,2439595432,HR,39
3208,Raven RxSolutions,9892559082,Medical,28
3209,SummitClinicLogic,8726969418,Medical,30
3210,Cedar FinDynamics,9775584652,ERP,31
3211,TidalTicket Base,8492227504,MSP Platform,38
3212,SableOrderFlow,7907850952,ERP,31
3213,GoldenChain Platform,2942367876,ERP,30
3214,SilverPatientHub,4542687940,Medical,36
3215,FalconStock Desk,6542949443,ERP,32
3216,Clear StockDesk,6995196783,ERP,36
3217,Tidal ChartCore,9373943154,Medical,34
3218,OnyxClinic Soft,5936368053,Medical,28
3219,JuniperResourceSystems,3622633478,ERP,34
3220,RavenClause Sync,3552728807,Legal,23
3221,CobaltHealth Systems,8432029053,Medical,36
3222,SilverBrief Sphere,4066408702,Legal,35
3223,Umbra StackPlatform,9368717317,MSP Platform,38
3224,CrownShiftSolutions,5385878914,HR,40
3225,ApexRemote’s Desk,8273408606,MSP Platform,38
3226,LatticeCulturePlatform,3593846454,HR,31
3227,XenonMatter Solutions,7656276472,Legal,34
3228,Pivot RemoteLabs,7423917482,MSP Platform,33
3229,Nova PathPoint,7208662857,LMS,24
3230,BeaconVital Systems,9548261078,Medical,34
3231,TrueBatchDesk,3077548348,ERP,34
3232,Arch CompliCore,6986798478,Legal,32
3233,KeystoneNetPlatform,5518091551,MSP Platform,21
3234,GraniteFin Solutions,4797262342,ERP,30
3235,Nova PatientSoft,4065262986,Medical,35
3236,QuantumPlanSolutions,2525975270,ERP,25
3237,North NetSolutions,4116502579,MSP Platform,28
3238,ZenLedger Hub,5575559726,ERP,35
3239,NovaBriefSphere,8097583358,Legal,37
3240,ZenFin Base,7879615662,ERP,34
3241,BlueDocket Suite,3376877488,Legal,26
3242,SummitTicket Dynamics,2539663495,MSP Platform,33
3243,Arch OnboardBase,7593807827,HR,28
3244,EmberBriefSolutions,9149371491,Legal,24
3245,NovaTicket Point,5258206437,MSP Platform,36
3246,OnyxPerformCore,7972413029,HR,33
3247,BoldRxDesk,6276805476,Medical,26
